证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600188,兖州煤业,118.86,4.926666666666666,3.4820000000000007,93.27400000000002,42.616,0.4766666666666667
600097,开创国际,118.43266666666663,-3.298666666666667,-3.245333333333334,-169.48533333333333,38.588,-0.11066666666666668
600590,泰豪科技,117.84266666666667,2.173333333333334,1.06,85.102,23.955333333333332,0.11733333333333335
002858,力盛赛车,117.42666666666668,0.6366666666666668,-1.2066666666666668,84.14,133.51333333333332,0.006666666666666668
600490,鹏欣资源,117.06733333333332,2.7306666666666666,2.3933333333333335,31.503333333333337,66.486,0.05733333333333334
002636,金安国纪,117.05133333333333,9.657333333333332,7.031333333333333,89.21933333333332,15.441333333333336,0.24266666666666664
002341,新纶科技,116.89866666666666,2.0973333333333333,2.0166666666666666,46.28066666666666,26.067999999999998,0.10333333333333335
600260,凯乐科技,116.89533333333334,7.45,4.885333333333333,68.31866666666669,86.92333333333333,0.4093333333333334
601899,紫金矿业,115.868,5.246666666666667,4.625333333333333,104.64,20.529999999999998,0.07466666666666666
000613,大东海A,115.46625000000004,-0.6062500000000001,-0.9400000000000001,125.55,10.940625,-0.0018750000000000004
600708,光明地产,115.18,5.755999999999999,4.583333333333333,79.06199999999998,10.824666666666667,0.3213333333333333
002751,易尚展示,115.023,3.7980000000000005,4.41,85.575,13.371,0.14300000000000004
600507,方大特钢,114.28249999999998,23.78125,17.978749999999998,82.70312499999997,14.910625,0.6499999999999999
600365,通葡股份,114.22642857142857,0.3992857142857143,0.2942857142857143,95.59214285714286,111.10571428571428,0.009285714285714284
000672,上峰水泥,113.66266666666664,11.882000000000001,9.057333333333334,187.02,11.452000000000004,0.29399999999999993
600215,长春经开,113.6006666666667,0.3053333333333333,-0.5326666666666666,112.11733333333333,12.550666666666668,0.017333333333333333
600146,商赢环球,113.59733333333335,-5.267999999999999,-6.957999999999999,56.13999999999998,4995.568000000001,0.013999999999999993
002343,慈文传媒,113.22066666666667,9.528666666666668,7.261333333333334,67.34400000000001,443.96933333333334,0.43666666666666665
000957,中通客车,112.64785714285713,9.35,15.784285714285714,13.579999999999988,23.20285714285714,0.47357142857142864
601636,旗滨集团,112.07466666666666,6.95,5.066666666666666,83.954,12.707333333333333,0.17533333333333329
600176,中国巨石,111.93666666666665,11.077333333333334,9.503333333333334,67.32333333333334,16.272000000000002,0.49533333333333324
002079,苏州固锝,110.92,3.154666666666667,2.6886666666666668,98.22466666666666,25.918000000000003,0.06200000000000001
600673,东阳光科,110.52733333333332,4.470666666666667,2.7060000000000004,95.35999999999999,17.648666666666667,0.08133333333333334
002537,海联金汇,109.40066666666668,4.1659999999999995,3.674,42.312000000000005,20.71466666666667,0.24266666666666664
002517,恺英网络,109.38285714285713,21.976428571428567,16.733571428571427,4100.713571428571,20.73357142857143,0.47357142857142864
600308,华泰股份,109.30666666666669,3.278,1.7646666666666666,101.15266666666668,14.198666666666666,0.19333333333333336
002130,沃尔核材,109.236,8.29,8.816666666666666,56.394,18.256666666666664,0.22133333333333335
600549,厦门钨业,109.03933333333335,2.3120000000000007,2.211333333333333,113.55666666666663,24.655333333333335,0.1326666666666667
000006,深振业Ａ,107.90733333333334,6.633999999999999,5.548,91.40066666666667,76.10066666666665,0.24266666666666664
002374,丽鹏股份,107.87933333333332,2.562,2.81,51.086,31.85866666666667,0.10800000000000001
002279,久其软件,107.586,4.048,2.9726666666666675,67.48333333333333,89.97533333333334,0.166
600862,中航高科,107.56799999999998,1.7113333333333332,-1.9106666666666665,155.0113333333333,92.07600000000001,0.05266666666666668
000498,山东路桥,106.75733333333336,6.570666666666666,6.502,35.03600000000001,28.691333333333333,0.19799999999999998
600736,苏州高新,105.96666666666667,4.024666666666667,3.226666666666667,66.61733333333332,28.989333333333335,0.18533333333333332
000055,方大集团,105.93624999999999,13.334374999999998,9.880625,47.86562500000001,16.741875,0.344375
002247,聚力文化,105.64133333333331,6.129999999999999,5.822666666666667,15.480666666666668,55.18066666666666,0.29
002160,常铝股份,105.26266666666668,-2.438666666666667,2.774,-132.8486666666667,18.308000000000003,0.09733333333333333
000039,中集集团,104.73266666666667,3.5546666666666673,3.9073333333333338,71.97333333333333,11.808666666666662,0.3346666666666667
002127,南极电商,104.64666666666666,11.078,2.8333333333333344,214.196,105.55733333333332,0.13
600638,新黄浦,104.08533333333334,6.448666666666666,4.507333333333333,129.88133333333332,19.696666666666662,0.36466666666666664
002371,北方华创,104.06142857142856,2.047857142857143,1.5192857142857144,84.7207142857143,30.782142857142855,0.135
002418,康盛股份,103.93133333333334,3.6873333333333336,2.6926666666666668,126.19733333333332,13.194,0.09266666666666667
002502,骅威文化,102.98200000000001,3.886,3.5946666666666665,29.407333333333334,15.008000000000003,0.16333333333333336
000587,金洲慈航,102.53066666666665,5.589333333333332,6.766666666666667,-21.167333333333332,16.464000000000002,0.292
002673,西部证券,102.50066666666667,7.149333333333333,8.334666666666667,32.38733333333333,61.815333333333335,0.28
000031,中粮地产,102.08466666666666,6.617999999999999,5.025333333333333,80.962,41.38399999999999,0.22999999999999998
002637,赞宇科技,101.97466666666666,3.4373333333333345,2.993333333333333,67.85533333333333,34.76466666666666,0.17400000000000002
600369,西南证券,101.82533333333332,5.949333333333332,6.844666666666666,74.18066666666667,28.612,0.23466666666666663
002001,新 和 成,101.23266666666663,8.777333333333333,6.962,56.54799999999999,28.05333333333333,0.6553333333333333
600135,乐凯胶片,101.17666666666668,2.0233333333333334,2.0706666666666664,51.102,22.056666666666672,0.08666666666666668
002015,霞客环保,100.6525,0.5025,-5.0375,100.89000000000001,32.4325,0.0025
002171,楚江新材,100.27866666666665,5.5153333333333325,4.339333333333333,44.52066666666666,14.602,0.2
002562,兄弟科技,100.23066666666666,6.532,5.147333333333332,58.839999999999996,21.685333333333332,0.25066666666666665
002115,三维通信,99.9866666666667,1.2900000000000003,-0.35,46.37200000000002,49.23133333333333,0.04266666666666666
002499,科林环保,99.356,3.2793333333333328,2.5073333333333334,92.15933333333334,49.46933333333333,0.12533333333333335
000005,世纪星源,99.09533333333334,0.8340000000000001,0.32866666666666666,67.43666666666667,145.0,0.014666666666666666
000090,天健集团,99.048,4.784000000000001,4.868,74.58999999999999,13.756,0.2786666666666667
600346,恒力股份,98.90266666666666,2.474000000000001,-5.041333333333332,25.101999999999997,15.497333333333332,0.18000000000000005
000158,常山北明,98.85666666666667,0.948,0.1906666666666666,75.73666666666666,16.566,0.038666666666666655
600614,鹏起科技,98.75466666666668,3.0673333333333326,2.8499999999999996,26.035999999999998,20.272666666666666,0.08466666666666668
600178,东安动力,98.208,2.055333333333333,1.492666666666667,93.06866666666666,32.28,0.08133333333333333
002365,永安药业,97.66733333333335,4.492666666666666,2.932666666666667,85.804,16.166666666666664,0.2693333333333333
000096,广聚能源,96.91466666666666,5.5793333333333335,5.349333333333333,84.51,16.600666666666662,0.222
002094,青岛金王,96.854,8.984666666666666,8.161999999999999,30.54866666666667,58.284000000000006,0.36066666666666675
600383,金地集团,96.55,6.046666666666667,4.515333333333334,79.89266666666666,19.432666666666666,0.4973333333333334
002039,黔源电力,95.78933333333333,7.362000000000001,6.903333333333334,80.25133333333333,29.091333333333335,0.522
002107,沃华医药,95.666875,7.201875000000001,6.183749999999999,95.03562500000001,15.859375,0.11250000000000002
002166,莱茵生物,95.64933333333333,6.892666666666667,6.849999999999999,25.705333333333336,15.777333333333333,0.15399999999999997
002614,奥佳华,95.46000000000001,5.252142857142856,4.195714285714286,80.57428571428571,18.49142857142857,0.24714285714285714
