证券代码,证券简称,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入增长率%,基本
600458,时代新材,952.01,50.95,53.58,1128.58,532.69,2.63
600459,贵研铂业,229.29,47.17,42.33,165.53,504.94,3.21
600460,士兰微,1846.12,41.66,42.67,1587.14,206.88,0.88
600461,洪城水业,291.53,80.68,76.75,179.53,216.92,3.7199999999999998
600462,ST九有,-3964.67,-28.08,-21.86,-4188.21,2233.77,-0.16
600463,空港股份,302.43,23.44,37.54,77.18,490.75,0.99
600466,蓝光发展,2743.7,50.76,29.37,1429.26,822.56,2.15
600467,好当家,279.43,15.54,13.39,284.12,198.77,0.44
600468,百利电气,715.13,36.74,41.93,126.82,296.54,0.77
600469,风神股份,-1848.95,-10.69,56.81,-1581.24,-167.1,0.68
600470,六国化工,609.77,10.12,-10.43,717.15,-104.42,0.33
600475,华光股份,375.85,80.31,72.21,266.45,242.52,5.39
600476,湘邮科技,-1790.06,-39.79,-39.64,-1839.71,438.97,-0.54
600477,杭萧钢构,2267.94,181.56,134.89,1233.23,142.14,3.26
600478,科力远,-8991.26,-51.48,-56.16,-7601.99,392.24,-0.56
600479,千金药业,331.26,66.35,63.3,86.3,179.12,3.12
600480,凌云股份,429.68,75.42,72.98,105.62,311.77,5.59
600481,双良节能,271.75,67.87,87.32,302.58,-317.44,1.07
600482,中国动力,231.12,54.99,62.32,-147.23,89.76,5.24
600483,福能股份,131.47,92.16,102.34,1511.06,207.39,5.34
600485,信威集团,59312.79,47.47,111.31,-7119.05,5851.33,2.03
600486,扬农化工,410.5,148.65,140.43,168.55,303.18,16.96
600487,亨通光电,1314.26,184.51,143.6,665.72,578.66,9.41
600488,天药股份,36.52,33.67,29.96,263.25,104.1,0.88
600489,中金黄金,971.86,20.83,24.73,641.23,36.94,0.78
600490,鹏欣资源,1756.01,40.96,35.9,472.55,997.29,0.86
600491,龙元建设,705.28,70.16,59.66,306.58,137.37,2.94
600493,凤竹纺织,1719.03,34.5,21.84,1632.17,95.34,0.86
600495,晋西车轴,-131.89,10.21,15.93,-125.73,-189.71,0.24
600496,精工钢构,-48.25,40.17,57.93,-250.32,99.74,0.99
600497,驰宏锌锗,966.06,28.28,8.04,1032.12,122.38,0.77
600498,烽火通信,216.53,88.27,87.03,21.6,347.81,6.25
600499,科达洁能,83.54,111.92,124.2,-87.09,162.44,4.7
600500,中化国际,445.48,46.97,47.27,1196.95,21.03,2.5300000000000002
600501,航天晨光,-5359.37,0.99,17.96,-3286.27,-142.92,-0.03
600502,安徽水利,93.17,93.0,106.89,-142.9,137.82,3.62
600503,华丽家族,4124.36,25.26,18.47,3063.48,2065.0,0.59
600505,西昌电力,1055.81,37.71,42.25,1170.8,114.64,1.02
600506,香梨股份,-5790.18,-7.47,-17.05,-5229.47,-143.94,-0.14
600507,方大特钢,1828.52,380.5,287.66,1323.25,238.57,10.4
600508,上海能源,12199.98,51.1,29.4,11380.37,46.6,6.2
600509,天富能源,-237.54,54.56,70.97,-314.8,131.55,2.88
600510,黑牡丹,-19.38,41.3,46.77,-242.15,-69.3,2.75
600511,国药股份,155.12,154.39,173.7,-154.03,109.54,11.77
600512,腾达建设,6656.78,15.36,20.06,1931.31,178.17,0.34
600513,联环药业,216.34,72.04,77.81,-78.0,141.61,2.48
600515,海航基础,5846.82,55.53,50.19,3620.08,183.65,3.02
600516,方大炭素,14521.02,177.15,59.24,11031.67,1124.35,9.06
600517,置信电气,-505.63,54.96,82.81,-538.71,17.98,1.3
600518,康美药业,378.12,147.54,150.03,-2.55,315.57,7.34
600519,贵州茅台,353.64,260.66,256.96,35.98,368.95,156.6
600520,文一科技,-878.07,-33.53,-53.27,-1033.68,50.12,-0.9
600521,华海药业,394.28,113.23,107.57,176.41,347.54,4.75
600522,中天科技,502.41,110.33,109.37,94.24,607.74,6.43
600523,贵航股份,249.7,65.7,63.36,143.36,26.3,4.48
600525,长园集团,976.71,114.53,97.98,402.49,418.35,5.87
600526,菲达环保,-598.09,15.04,31.75,-836.46,166.97,0.65
600527,江南高纤,1047.9,15.44,20.9,1015.21,-20.68,0.32
600528,中铁工业,-131.93,56.06,45.3,910.89,-406.39,3.13
600529,山东药玻,432.1,72.92,64.59,196.81,186.57,6.75
600530,交大昂立,555.72,66.97,56.36,386.97,-92.01,2.09
600531,豫光金铅,2498.16,42.94,33.86,1913.36,322.53,0.93
600532,宏达矿业,-8167.18,-42.92,0.38,-13886.84,587.61,-1.42
600533,栖霞建设,1441.96,27.37,25.2,1337.17,85.91,0.99
600537,亿晶光电,1201.19,62.29,89.88,606.38,201.47,1.98
600538,国发股份,-2473.58,-15.27,-54.51,-2503.07,-133.12,-0.22
600539,*ST狮头,-2317.25,-17.31,-23.95,-2276.48,5169.21,-0.35000000000000003
600540,新赛股份,-1936.9,-60.32,-60.39,-15156.5,622.99,-1.3
600543,莫高股份,-16.69,24.6,25.44,-40.51,-97.01,0.84
600545,卓郎智能,-6126.8,46.91,-12.08,-3844.38,358.92,0.28
600546,山煤国际,-5831.72,-37.16,-88.05,-11108.16,-79.14,-0.8
600547,山东黄金,1479.92,63.7,67.09,1127.41,71.63,4.94
600548,深高速,50.0,99.82,125.19,-64.99,150.99,5.87
600549,厦门钨业,1635.59,34.68,33.17,1703.35,369.83,1.99
600550,保变电气,80.16,138.07,665.94,-1076.47,-90.29,0.55
600551,时代出版,-27.43,77.1,88.25,-140.49,94.42,6.71
600552,凯盛科技,-55.34,35.57,43.8,-166.25,737.98,1.56
600555,海航创新,-2325.46,-21.11,-22.74,-1625.18,3772.41,-0.4
600556,ST慧球,-2771.54,-185.7,34.26,-193.68,283.0,-0.26
600557,康缘药业,94.57,113.26,125.34,-134.74,152.25,5.91
600558,大西洋,135.1,27.72,29.38,-21.53,52.74,0.73
600559,老白干酒,903.49,85.67,74.32,390.17,242.06,3.5300000000000002
600560,金自天正,-169.11,25.13,29.28,-186.8,-81.79,0.84
600561,江西长运,51825.78,14.26,32.82,59777.77,15.46,0.9
600562,国睿科技,-10.45,106.06,130.25,-297.17,123.25,3.37
600563,法拉电子,143.3,164.45,162.09,20.4,70.58,14.85
600565,迪马股份,1301.52,123.5,133.72,584.76,350.24,3.44
600566,济川药业,542.31,281.81,262.53,111.11,409.88,11.93
600568,中珠医疗,2826.36,39.58,40.74,799.91,103.83,2.11
600569,安阳钢铁,-7086.47,15.71,-48.67,-10585.87,56.51,0.42
600570,恒生电子,2674.18,124.05,122.2,2137.69,445.5,5.02
600571,信雅达,-480.1,49.49,102.72,-723.19,148.89,1.82
600572,康恩贝,298.46,145.7,157.25,-30.61,365.29,3.25
600573,惠泉啤酒,2478.33,5.73,7.99,2466.83,-122.19,0.25
600575,皖江物流,127.93,56.24,-17.5,1171.59,-192.17,0.92
600576,祥源文化,2037.34,34.16,14.86,863.47,32947.81,0.91
600577,精达股份,498.37,85.84,70.41,307.99,134.77,1.3
600578,京能电力,394.12,70.8,111.63,254.28,-100.38,2.37
600579,天华院,-255.3,7.22,22.57,-21.58,209.56,0.12
600580,卧龙电气,725.57,78.38,75.81,522.78,201.03,3.14
600581,八一钢铁,2781.73,-29.54,39.88,-231.99,35.43,0.52
600582,天地科技,116.74,52.13,72.01,-25.58,38.44,2.06
600583,海油工程,-663.14,53.85,104.0,-720.61,-306.09,2.66
600584,长电科技,4636.16,23.69,31.22,2588.3,722.63,1.12
600585,海螺水泥,505.75,138.55,125.64,271.05,211.6,21.14
600586,金晶科技,871.35,20.91,2.55,717.66,149.81,0.62
600587,新华医疗,813.86,45.97,68.89,697.19,233.68,3.63
600588,用友网络,-1694.36,-20.93,-19.19,-1359.08,282.63,-0.62
600589,广东榕泰,930.49,30.53,24.53,459.95,147.82,1.27
600590,泰豪科技,1767.64,32.6,15.9,1276.53,359.33,1.76
600592,龙溪股份,8131.01,24.79,19.88,8495.93,168.11,1.2
600593,大连圣亚,639.16,107.07,101.12,548.35,82.8,4.71
600594,益佰制药,239.67,73.58,86.5,95.44,150.02,3.76
600595,中孚实业,-7267.4,-17.59,8.42,-6983.36,144.93,-0.55
600596,新安股份,2843.08,57.29,7.85,2560.97,147.59,3.88
600597,光明乳业,215.11,98.29,99.54,106.41,28.46,3.94
600598,北大荒,47.14,146.39,172.94,-10.08,-183.24,4.92
600599,熊猫金控,638.52,10.49,20.21,580.38,308.07,0.46
600600,青岛啤酒,-22.11,111.01,122.39,-87.51,-30.56,13.76
600601,方正科技,-5687.52,-52.37,-1.43,-6245.76,-108.37,-0.8
600602,云赛智联,539.48,53.35,45.0,459.11,572.05,1.3900000000000001
600603,广汇物流,-1848.39,-56.3,-9.19,-484.25,449.23,0.74
600604,市北高新,-180.46,19.16,16.6,204.39,2239.23,0.75
600605,汇通能源,1003.64,36.91,30.64,771.75,57.78,1.48
600606,绿地控股,36.27,133.99,49.78,637.69,142.48,6.28
600609,金杯汽车,-3542.66,-252.53,-267.21,-6397.22,0.59,-0.19
600610,*ST毅达,-24361.07,-188.91,-29.35,-60076.26,5349.34,-1.07
600611,大众交通,298.27,65.43,63.15,103.41,49.94,2.65
600612,老凤祥,142.91,208.96,219.71,-58.26,124.5,19.62
600613,神奇制药,-72.33,61.26,73.02,-185.99,158.35,2.58
600614,鹏起科技,1481.32,46.01,42.75,390.54,304.09,1.27
600615,丰华股份,3507.69,72.19,55.52,3065.24,124.04,2.04
600616,金枫酒业,-190.59,37.51,46.19,-265.83,-11.8,1.43
600617,国新能源,-286.22,99.33,161.93,-566.33,301.16,2.84
600618,氯碱化工,4419.76,104.62,-3.62,4428.12,49.4,2.4
600619,海立股份,899.86,41.54,34.53,657.23,287.63,1.85
600620,天宸股份,-74.45,29.66,54.54,-254.99,166.48,1.2
600621,华鑫股份,-1.27,76.82,84.36,-119.49,76.53,3.11
600622,光大嘉宝,238.26,79.15,89.49,3.42,351.02,4.77
600623,华谊集团,307.66,37.67,44.35,504.82,78.52,3.12
600624,复旦复华,128.76,34.64,38.0,-68.2,4.91,0.63
600626,申达股份,152.45,59.84,59.75,88.24,397.03,2.03
600628,新世界,3805.94,61.24,61.4,1776.88,-69.66,4.13
600629,华建集团,1250.2,141.25,110.87,16124.05,213.01,4.29
600630,龙头股份,625.85,44.86,40.8,546.5,17.77,1.8399999999999999
600633,浙数文化,1239.01,161.31,165.13,443.45,-131.44,7.5
600634,*ST富控,1635.44,-23.83,37.61,365.23,-313.65,-0.33
600635,大众公用,295.33,74.23,78.31,13.98,79.57,1.6800000000000002
600636,三爱富,-4418.84,5.26,-21.68,-2811.81,25.42,0.54
600637,东方明珠,12.72,94.33,122.41,-260.54,53.07,8.77
600638,新黄浦,1561.28,96.73,67.61,1948.22,295.45,5.47
600639,浦东金桥,374.04,65.74,64.7,121.72,35.64,5.03
600640,号百控股,-117.39,25.61,20.61,18260.8,20.12,1.69
600641,万业企业,3619.11,179.93,141.48,2421.94,732.52,11.24
600642,申能股份,-62.63,79.75,87.23,-132.66,132.07,4.29
600643,爱建集团,289.49,95.51,90.57,71.06,361.53,4.27
600644,乐山电力,873.28,117.34,-296.37,538.47,157.4,2.45
600645,中源协和,8237.1,96.64,85.13,10127.84,363.15,3.95
600647,同达创业,4224.24,148.28,138.84,2991.4,-402.48,3.12
600648,外高桥,1377.71,65.9,63.38,868.06,184.94,5.5
600649,城投控股,582.58,120.54,127.46,317.96,647.89,8.0
600650,锦江投资,149.65,69.24,71.93,5.42,30.58,4.01
600651,飞乐音响,412.75,-1.34,54.3,-1353.71,462.28,0.07
600652,游久游戏,965.34,1.03,-10.81,502.88,-577.35,0.06
600653,申华控股,-7330.99,-83.01,-54.19,-6721.64,137.31,-0.86
600654,ST中安,-615.1,-3.7,88.13,-769.82,738.9,0.16
600655,豫园股份,564.62,63.62,77.37,230.0,-1.25,4.05
600657,信达地产,-46.04,51.51,48.26,-142.65,517.56,2.91
600658,电子城,927.83,61.33,97.91,8618.31,585.23,4.03
600660,福耀玻璃,212.99,163.05,183.01,-122.78,196.51,10.85
600661,昂立教育,487.47,96.44,98.39,751.63,243.93,3.63
600662,强生控股,-202.07,32.37,40.07,-212.05,-2.62,0.98
600663,陆家嘴,362.71,136.35,115.43,287.49,359.4,7.01
600664,哈药股份,250.97,69.82,66.26,328.19,-168.24,2.29
600665,天地源,541.58,45.14,36.98,426.56,692.05,1.57
600666,奥瑞德,650.08,95.49,114.4,-35.29,630.95,2.37
600667,太极实业,2797.77,38.91,22.47,2774.53,281.65,0.96
600668,尖峰集团,580.87,119.23,113.24,373.21,134.36,8.49
600671,天目药业,1430.19,25.11,-82.23,373.28,843.8,0.26
600673,东阳光科,1657.91,67.06,40.59,1430.4,264.73,1.22
600674,川投能源,140.13,161.09,187.4,-142.36,-119.85,7.21
600675,中华企业,4.31,-38.09,-61.33,-1173.64,1176.59,-1.1400000000000001
600676,交运股份,60.69,68.67,76.23,-152.45,10.54,3.2
600677,航天通信,155.2,5.6,-19.63,1375.5,326.04,0.4
600678,四川金顶,2379.89,-318.34,-528.06,-5741.33,683.79,-0.07
600679,上海凤凰,8955.0,76.89,57.72,5065.74,1489.65,2.58
600682,南京新百,-2806.07,-27.42,42.06,-1743.8,1034.13,-1.8599999999999999
600683,京投发展,5425.87,41.07,-8.43,5015.2,3814.88,1.26
600684,珠江实业,335.33,121.95,123.9,132.89,484.01,4.04
600685,中船防务,-2266.09,-24.29,-38.83,-2127.4,-6.32,-1.72
600686,金龙汽车,538.83,37.61,41.11,250.82,79.42,2.01
600687,刚泰控股,632.67,94.69,110.14,-33.1,1198.59,2.84
600688,上海石化,5888.27,191.47,131.7,5201.42,29.55,4.3
600689,上海三毛,1506.48,24.35,46.92,1093.69,22.43,0.58
600690,青岛海尔,231.58,205.47,217.71,-1.3900000000000001,257.93,9.48
600691,阳煤化工,-3590.96,-29.69,-66.25,-3908.27,-2.64,-0.75
600692,亚通股份,551.25,58.33,53.58,392.61,485.67,1.05
600693,东百集团,2068.99,50.02,89.88,1736.35,347.54,1.31
600694,大商股份,-57.49,123.41,148.96,-160.5,-98.17,28.87
600695,绿庭投资,1348.95,30.53,-2.64,1397.91,-373.45,0.28
600696,ST岩石,-7365.37,-164.23,-176.01,-7297.32,1071921.2899999998,-1.92
600697,欧亚集团,45.31,120.31,138.96,-187.96,117.46,15.67
600698,湖南天雁,-1569.3,-16.14,9.09,-1600.5,0.97,-0.1
600699,均胜电子,506.0,95.16,112.1,-244.59,968.95,7.54
600701,*ST工新,7130.21,-6.17,-0.26,732.52,916.76,-0.11
600702,舍得酒业,3721.77,56.17,24.59,3524.16,194.78,4.15
600703,三安光电,496.46,135.86,125.82,175.12,320.86,6.53
600704,物产中大,422.73,91.63,83.53,184.97,171.92,4.6
600705,中航资本,255.81,114.03,134.26,-165.08,391.58,3.54
600706,曲江文旅,868.04,82.42,66.11,736.98,68.37,4.15
600707,彩虹股份,-975.91,-81.02,-157.5,-668.32,926.99,-1.57
600708,光明地产,1727.7,86.34,68.75,1185.93,162.37,4.82
600710,苏美达,14188.73,-51.99,-96.6,-283.02,327.55,-0.77
600711,盛屯矿业,2938.21,65.32,40.65,2542.23,1236.79,1.9100000000000001
600712,南宁百货,-1571.12,-9.49,-2.8200000000000003,-1546.17,-44.87,-0.18
600713,南京医药,937.89,69.85,69.25,170.03,127.53,2.0
600714,金瑞矿业,-3900.07,13.08,12.35,-3572.47,-164.4,0.32
600715,文投控股,1289.96,51.31,70.28,-245.13,1024.41,1.46
600716,凤凰股份,-4320.82,-24.31,1.43,-3893.97,714.84,-0.75
600717,天津港,-90.84,67.27,76.56,-167.37,-222.1,6.07
600718,东软集团,1406.55,89.19,85.2,900.15,-58.47,5.12
600719,大连热电,-56.82,37.47,39.05,-63.29,70.69,0.93
600720,祁连山,1439.46,39.03,47.61,1382.47,-42.93,2.63
600721,百花村,-604.25,-187.33,-216.77,-1158.36,-235.86,-3.65
600722,金牛化工,1619.85,63.64,-28.0,1417.38,-56.61,0.85
600723,首商股份,119.27,86.28,87.07,10.97,-62.72,4.53
600724,宁波富达,-475.36,-17.72,30.71,204.08,294.22,-0.59
600725,ST云维,1573.75,-436.34,-37.08,-1197.0,450.76,-0.97
600726,华电能源,-818.06,23.17,97.8,-972.95,-0.79,0.48
600727,鲁北化工,1726.91,41.81,23.71,1608.09,54.09,1.33
600728,佳都科技,9716.26,32.77,30.29,8442.37,327.99,0.6900000000000001
600729,重庆百货,215.05,140.86,129.06,150.91,-32.47,17.07
600730,中国高科,1814.68,95.08,136.81,1364.42,1773.3,3.09
600731,湖南海利,578.34,23.4,17.07,796.86,58.98,0.56
600732,ST新梅,-2896.87,-5.34,-21.87,-64199.37,-232.52,-0.03
600733,北汽蓝谷,-1375.51,-42.3,-30.37,-1248.88,8254.32,-0.44
600734,实达集团,-96.63,95.19,-0.55,-1271.2,48962.47,2.08
600735,新华锦,207.9,70.59,68.57,118.0,27.17,1.42
600736,苏州高新,1589.5,60.37,48.4,999.26,434.84,2.7800000000000002
600737,中粮糖业,2737.52,63.44,31.05,2432.57,413.94,2.14
600738,兰州民百,2063.2,178.37,84.38,1391.55,10.73,5.42
600739,辽宁成大,492.78,68.92,72.23,207.66,352.37,7.93
600740,山西焦化,-3.91,15.75,-69.17,-3679.24,263.73,-0.01
600741,华域汽车,274.05,167.16,173.36,5.85,261.96,19.09
600742,一汽富维,76.02,97.2,107.56,-48.16,77.91,11.92
600743,华远地产,22.72,85.49,104.06,-287.56,44.4,2.16
600744,华银电力,-13095.54,-27.78,-39.8,-13700.96,109.39,-0.72
600745,闻泰科技,2755.5,10.52,18.07,4756.15,6346.29,0.61
600746,江苏索普,3803.64,51.56,44.5,3243.4,2.12,0.77
600747,ST大控,-156.57,-16.93,-31.68,226.27,5549.52,-0.27
600748,上实发展,27.2,56.96,95.84,-328.24,528.84,2.81
600749,*ST藏旅,-3899.2,-78.33,-69.51,-4280.92,101.89,-2.37
600750,江中药业,343.02,136.29,125.99,175.57,-141.57,11.06
600751,海航科技,5814.39,16.4,56.51,77.65,43679.98,0.7000000000000001
600753,东方银星,10047.85,85.71,65.52,8466.23,7009709.819999999,0.92
600754,锦江股份,397.81,66.4,71.54,-52.36,847.84,7.87
600755,厦门国贸,574.77,113.49,115.92,122.2,568.46,6.31
600756,浪潮软件,757.68,50.03,51.8,398.57,66.93,2.38
600757,长江传媒,446.34,97.11,82.89,302.8,613.77,4.44
600758,红阳能源,1080.77,25.15,26.88,510.25,91.2,0.88
600759,洲际油气,502.02,1.47,3.7199999999999998,685.36,2513.48,0.04
600760,中航沈飞,490.83,-98.04,-161.34,335.24,1021.37,-0.89
600761,安徽合力,-22.26,94.15,110.96,-112.17,151.49,6.0
600763,通策医疗,499.22,206.24,188.99,155.67,413.27,6.27
600764,中国海防,1622.59,9.37,-8.83,1348.07,-205.59,0.6000000000000001
600765,中航重机,360.95,40.11,35.61,340.59,-61.06,1.8900000000000001
600766,园城黄金,-329.82,75.23,168.42,-426.37,-126.57,0.16
600767,ST运盛,-1004.84,-107.45,-107.38,-1154.38,723.64,-0.91
600768,宁波富邦,-1004.78,-110.8,-253.9,-2475.4,-25.24,-0.08
600769,祥龙电业,2486.94,113.99,98.9,2130.91,1412.04,0.13
600770,综艺股份,406.35,5.84,2.3,117.99,98.46,0.18
600771,广誉远,14110.42,72.44,86.24,4203.64,751.91,3.16
600773,西藏城投,199.64,23.31,30.9,-123.0,3144.75,0.85
600774,汉商集团,672.87,21.92,19.36,620.94,50.65,0.7000000000000001
600775,南京熊猫,49.39,31.67,35.13,28.39,102.75,1.15
600776,东方通信,-37.29,34.25,38.33,-73.22,-128.58,0.78
600777,新潮能源,910.62,-3.18,-20.96,307.0,4222.66,-0.1
600778,*ST友好,-4094.11,-104.92,-61.88,-4994.58,-98.84,-4.01
600779,水井坊,1427.92,165.08,38.79,1280.8,1246.86,5.07
600780,通宝能源,1546.62,39.94,67.43,1422.63,-45.3,1.58
600781,辅仁药业,1802.92,93.85,67.25,717.9,1303.71,4.63
600782,新钢股份,2144.65,105.85,34.98,1553.09,265.62,4.14
600783,鲁信创投,-7.96,78.21,92.42,-128.28,-17.97,3.73
600784,鲁银投资,16991.17,18.56,23.24,17238.33,-219.56,0.48
600785,新华百货,205.59,84.45,103.18,112.88,55.04,7.21
600787,中储股份,829.09,72.12,82.37,329.77,189.31,2.93
600789,鲁抗医药,7537.4,30.29,-9.16,6164.74,125.63,1.04
600790,轻纺城,44.77,78.92,85.25,-110.78,23.1,3.07
600791,京能置业,357.64,31.96,35.88,248.37,148.44,1.08
600792,云煤能源,-21766.54,-45.22,-45.2,-31839.94,2.1,-1.47
600793,宜宾纸业,2739.09,122.84,-161.93,891.29,1265409.6899999997,5.79
600794,保税科技,-1778.39,-0.15,40.24,-1849.25,666.93,-0.04
600795,国电电力,-152.1,84.59,109.16,-246.13,-8.84,2.1
600796,钱江生化,-104.83,43.57,57.23,-179.95,61.22,0.87
600797,浙大网新,2258.57,65.32,37.83,3979.95,-155.03,1.75
600798,宁波海运,4489.09,27.05,12.74,3986.09,289.94,0.71
600800,天津磁卡,-3453.36,-524.2,-328.49,-6349.88,41.23,-0.61
600801,华新水泥,10268.2,91.41,55.69,9676.01,230.57,7.21
600802,福建水泥,-3315.51,-55.93,-120.46,-3199.57,411.18,-1.92
600803,新奥股份,892.18,116.61,121.42,535.22,373.56,5.73
600804,鹏博士,-9.49,109.12,119.95,-182.01,41.32,4.64
600805,悦达投资,229.8,12.32,57.87,340.2,13.48,0.89
600806,退市昆机,-2744.2,-221.79,-88.22,-4289.79,-52.64,-2.23
600807,*ST天业,-3488.74,-78.64,102.67,-5344.1,440.17,-1.33
600808,马钢股份,-1248.11,52.71,-12.02,-1776.81,197.25,1.67
600809,山西汾酒,508.92,177.44,144.73,323.32,332.75,10.17
600810,神马股份,3040.09,59.5,27.43,2801.47,71.4,3.54
600811,东方集团,55.49,48.11,68.93,-211.55,275.36,2.91
600812,华北制药,950.07,10.57,8.86,731.84,-49.55,0.35000000000000003
600814,杭州解百,-91.76,89.02,99.48,73.16,-4.2,2.59
600815,厦工股份,-24061.63,-170.34,-169.86,-27193.7,-13.76,-5.05
600816,安信信托,577.24,309.07,486.7,-537.01,505.22,10.66
600817,ST宏盛,480.58,-14.74,-27.06,137.24,682.91,-0.11
600818,中路股份,4371.72,182.44,179.52,2491.62,-162.98,2.96
600819,耀皮玻璃,-748.14,-0.33,-3.7800000000000002,-741.47,100.77,-0.02
600820,隧道股份,130.38,78.24,80.99,-35.9,133.67,4.34
600821,津劝业,-12132.25,-111.66,-62.31,-15426.2,-422.29,-1.25
600822,上海物贸,-153237.43,-933.23,-951.4,-229762.3,-567.53,-4.23
600827,百联股份,-19.36,68.75,77.07,-135.85,-35.76,6.38
600828,茂业商业,-16.67,141.69,138.41,281.25,262.58,3.48
600829,人民同泰,124.05,147.8,113.99,1214.98,-108.62,4.11
600830,香溢融通,-253.42,35.32,41.61,-191.59,101.55,1.55
600831,广电网络,132.79,65.37,69.06,-71.33,109.9,2.6
600832,东方明珠,62.83,2.8,2.15,30.23,72.79,0.08
600833,第一医药,41.39,55.7,57.34,-41.77,-40.39,1.8
600834,申通地铁,-123.88,40.59,51.16,-163.15,8.59,1.21
600835,上海机电,256.74,151.18,155.49,2.67,-4.44,12.64
600836,界龙实业,-1022.54,7.16,6.74,-1221.14,157.97,0.14
600837,海通证券,450.63,93.77,105.26,155.44,495.47,8.31
600838,上海九百,1044.17,98.94,91.39,637.33,-131.06,2.77
600839,四川长虹,-1724.73,3.42,-5.85,-1739.09,140.9,0.05
600841,上柴股份,-1.32,30.02,32.9,-33.32,180.36,1.22
600843,上工申贝,488.83,92.87,95.19,98.69,190.11,3.19
600844,丹化科技,-15439.86,-9.13,-21.77,394.73,306.01,-0.08
600845,宝信软件,335.67,92.6,97.17,-7.03,133.86,5.8
600846,同济科技,778.02,148.72,135.46,493.14,-47.18,4.5600000000000005
600848,上海临港,2908.23,55.48,2.42,1231.47,309.55,2.76
600850,华东电脑,249.81,144.06,148.22,23.67,101.52,6.53
600851,海欣股份,528.95,28.99,31.53,381.2,7.35,1.05
600853,龙建股份,2349.36,37.6,17.1,958.34,125.91,0.65
600854,春兰股份,1131.98,31.26,24.05,1100.5,957.27,1.18
600855,航天长峰,-4742.58,10.62,16.73,-4248.36,309.77,0.27
600856,中天能源,1014.58,130.47,109.65,8436.14,1193.49,3.65
600857,宁波中百,-1168.52,-27.33,68.94,-910.69,-75.79,-0.4
600858,银座股份,-184.14,30.84,47.05,-200.12,-20.3,1.8
600859,王府井,385.53,92.33,88.42,158.92,31.8,12.64
600860,京城股份,-1514.87,-131.42,-97.08,-1782.77,-179.46,-2.12
600861,北京城乡,-146.53,33.71,37.92,-171.87,-62.05,2.48
600862,中航高科,1613.52,25.67,-28.66,2325.17,1381.14,0.79
600863,内蒙华电,-4864.55,50.14,69.61,-4868.58,-22.17,0.89
600864,哈投股份,149.71,23.88,34.8,-108.84,19.53,1.65
600865,百大集团,-18.95,64.6,83.22,-84.14,-90.1,2.64
600866,星湖科技,-437.57,-77.97,-127.1,-481.73,93.41,-1.51
600867,通化东宝,580.11,196.99,181.19,205.41,312.11,4.32
600868,梅雁吉祥,2391.96,24.6,17.0,2284.7,-121.12,0.29
600869,智慧能源,820.31,63.76,68.31,707.26,230.77,1.51
600870,*ST厦华,-2214.33,-202.93,-323.22,-10390.75,1701.76,-0.02
600871,*ST油服,-67325.19,-265.42,-248.11,-97884.12,-179.68,-2.94
600872,中炬高新,393.4,124.1,111.59,209.44,199.38,4.42
600873,梅花生物,661.09,90.02,73.35,578.81,133.19,2.55
600874,创业环保,255.55,88.28,81.87,137.81,93.74,2.93
600875,东方电气,2227.53,4.02,14.57,2378.72,-77.74,0.31
600876,洛阳玻璃,-611.09,-116.21,-3.34,1126.62,-75.99,-0.31
600877,ST嘉陵,-5469.62,-193.7,-44.21,-3254.57,-68.7,-0.61
600879,航天电子,205.49,37.91,36.7,96.82,169.17,1.98
600880,博瑞传播,-1495.17,11.45,30.35,-1489.52,-290.19,0.4
600881,亚泰集团,260.81,5.18,5.31,90.1,43.57,0.24
600882,广泽股份,-1877.75,-31.8,2.35,-2212.65,289.46,-0.93
600883,博闻科技,8073.77,79.16,61.41,7804.39,476.44,2.29
600884,杉杉股份,2771.08,97.94,90.64,1782.22,331.21,9.52
600885,宏发股份,260.17,155.83,157.29,18.08,213.87,10.27
600886,国投电力,-48.35,139.13,173.84,-222.49,68.31,5.64
600887,伊利股份,201.0,264.8,264.43,17.73,164.83,10.1
600888,新疆众和,1599.58,25.07,-6.66,1582.6,121.51,1.08
600889,南京化纤,39549.25,63.65,98.06,31708.92,-109.62,2.54
600890,中房股份,-787.77,-72.97,-62.18,-873.03,13.43,-0.38
600891,秋林集团,5.8,62.97,69.04,-104.11,375.37,2.63
600892,大晟文化,14382.54,-75.3,-79.36,-15096.44,8563.17,2.69
600893,航发动力,228.28,32.39,38.74,-187.74,-77.99,2.67
600894,广日股份,129.27,144.89,177.66,-258.84,64.29,9.86
600895,张江高科,666.67,68.49,61.17,556.47,70.19,3.51
600896,*ST海投,-2201.63,-99.71,-99.8,-21987.76,-381.76,-2.5300000000000002
600897,厦门空港,10.07,119.4,129.56,-89.0,104.91,12.75
600898,国美通讯,-885.31,-13.47,38.8,-959.75,712.21,-0.28
600900,长江电力,327.5,129.33,122.39,238.23,33.29,7.66
600908,无锡银行,56.61,36.34,37.9,-17.59,65.68,1.88
600909,华安证券,-76.44,11.55,18.25,-127.2,-35.5,0.39
600917,重庆燃气,25.16,87.27,83.5,8844.28,14.19,2.0
600919,江苏银行,55.78,45.99,47.75,-14.46,18.23,3.6
600926,杭州银行,68.96,31.89,30.74,20.34,82.45,3.11
600936,广西广电,-109.2,12.86,21.83,-150.52,15.83,0.29
