,证券代码,证券简称,报告期,披露日期,本期净利润,上年同期净利润,净利润增长率%,加权平均ROE本期,加权平均ROE上年同期,加权平均ROE增长率%,营业收入本期,营业收入上年同期,营业收入增长率%,经营现金流,基本
1784,002067,景兴纸业,2017-09-30,2016/10/29,4.90亿,1.72亿,185.28,13.93,5.7,144.39,39.12亿,25.25亿,54.92,-2181.58万,0.45
1785,002067,景兴纸业,2017-06-30,2016/8/25,2.36亿,1.77亿,33.26,6.97,5.87,18.74,23.50亿,16.84亿,39.61,-5613.05万,0.22
1786,002067,景兴纸业,2017-03-31,2016/4/30,1.30亿,1.63亿,-20.09,3.88,5.4,-28.15,9.74亿,7.57亿,28.74,-2.52亿,0.12
1787,002067,景兴纸业,2016-12-31,2016/3/31,3.19亿,1163.78万,2639.6,10.33,0.4,2482.5,36.81亿,29.54亿,24.61,5.56亿,0.29
1788,002067,景兴纸业,2016-09-30,2015/10/28,1.72亿,728.95万,2257.64,5.7,0.25,2180.0,25.25亿,21.38亿,18.11,3.02亿,0.16
1789,002067,景兴纸业,2016-06-30,2015/8/25,1.77亿,628.37万,2718.83,5.87,0.21,2695.24,16.84亿,13.32亿,26.4,1.49亿,0.16
1790,002067,景兴纸业,2016-03-31,2015/4/28,1.63亿,255.50万,6262.71,5.4,0.09,5900.0,7.57亿,5.98亿,26.6,-4074.02万,0.15
1791,002067,景兴纸业,2015-12-31,2015/4/25,1163.78万,1140.02万,2.08,0.4,0.39,2.56,29.54亿,28.88亿,2.28,2.18亿,0.01
1792,002067,景兴纸业,2015-09-30,2014/10/29,728.95万,616.74万,18.19,0.25,0.21,19.05,21.38亿,21.71亿,-1.54,8621.16万,0.01
1793,002067,景兴纸业,2015-06-30,2014/8/28,628.37万,607.81万,3.38,0.21,1.12,-81.25,13.32亿,14.42亿,-7.62,306.34万,0.01
1811,002068,黑猫股份,2018-09-30,2017/10/25,4.40亿,3.19亿,37.95,13.44,14.43,-6.86,57.73亿,47.19亿,22.34,5.52亿,0.6
1812,002068,黑猫股份,2018-06-30,2017/8/22,3.06亿,2.15亿,42.18,9.41,10.06,-6.46,38.98亿,30.69亿,26.99,2.86亿,0.42
1813,002068,黑猫股份,2018-03-31,2017/4/28,1.35亿,5260.39万,156.32,4.16,2.55,63.14,18.61亿,15.02亿,23.9,8594.49万,0.19
1814,002068,黑猫股份,2017-12-31,2017/4/28,4.81亿,9413.41万,410.74,18.9,4.68,303.85,69.47亿,43.81亿,58.58,1.08亿,0.73
1815,002068,黑猫股份,2017-09-30,2016/10/27,3.19亿,-417.94万,7728.76,14.43,-0.21,6971.43,47.19亿,30.76亿,53.42,8619.72万,0.44
1816,002068,黑猫股份,2017-06-30,2016/8/20,2.15亿,-5711.09万,477.04,10.06,-2.95,441.02,30.69亿,19.50亿,57.39,-5396.09万,0.35
1817,002068,黑猫股份,2017-03-31,2016/4/27,5260.39万,-6474.52万,181.25,2.55,-3.35,176.12,15.02亿,8.69亿,72.78,-1.51亿,0.09
1818,002068,黑猫股份,2016-12-31,2016/3/18,9413.41万,1562.12万,502.61,4.68,0.89,425.84,43.81亿,48.00亿,-8.73,4.90亿,0.16
1819,002068,黑猫股份,2016-09-30,2015/10/30,-417.94万,1370.41万,-130.5,-0.21,0.88,-123.86,30.76亿,36.76亿,-16.34,4.28亿,-0.01
1820,002068,黑猫股份,2016-06-30,2015/8/21,-5711.09万,4090.75万,-239.61,-2.95,2.26,-230.53,19.50亿,25.02亿,-22.04,2.04亿,-0.09
1821,002068,黑猫股份,2016-03-31,2015/4/24,-6474.52万,810.11万,-899.21,-3.35,0.45,-844.44,8.69亿,12.23亿,-28.91,1.24亿,-0.11
1822,002068,黑猫股份,2015-12-31,2015/3/28,1693.65万,9663.48万,-82.47,0.89,7.25,-87.72,47.75亿,61.68亿,-22.59,-3.08亿,0.03
1823,002068,黑猫股份,2015-09-30,2014/10/30,1670.90万,6132.90万,-72.76,0.88,4.66,-81.12,36.65亿,46.69亿,-21.51,-3.90亿,0.03
1824,002068,黑猫股份,2015-06-30,2014/8/25,4233.77万,2986.44万,41.77,2.26,2.3,-1.74,24.93亿,30.97亿,-19.53,-3.03亿,0.07
1825,002068,黑猫股份,2015-03-31,2014/4/29,790.91万,599.82万,31.86,0.45,0.47,-4.26,12.18亿,14.56亿,-16.4,-4.86亿,0.01
1973,002074,国轩高科,2018-09-30,2017/10/27,6.59亿,6.40亿,3.02,7.71,15.14,-49.08,40.97亿,37.55亿,9.11,-3.15亿,0.58
1974,002074,国轩高科,2018-06-30,2017/8/30,4.66亿,4.45亿,4.57,5.58,10.79,-48.29,26.07亿,23.97亿,8.76,-1.39亿,0.41
1975,002074,国轩高科,2018-03-31,2017/4/26,1.61亿,2.02亿,-20.33,1.93,5.0,-61.4,10.60亿,11.08亿,-4.32,-8.54亿,0.14
1976,002074,国轩高科,2017-12-31,2017/3/18,8.38亿,10.31亿,-18.71,18.27,29.86,-38.81,48.38亿,47.58亿,1.68,-9968.35万,0.95
1977,002074,国轩高科,2017-09-30,2016/10/27,6.40亿,7.38亿,-13.27,15.14,22.22,-31.86,37.55亿,34.23亿,9.7,8514.80万,0.73
1978,002074,国轩高科,2017-06-30,2016/8/23,4.45亿,5.34亿,-16.56,10.79,16.45,-34.41,23.97亿,23.99亿,-0.11,2.23亿,0.51
1979,002074,国轩高科,2017-03-31,2016/4/27,2.02亿,3.06亿,-34.02,5.0,9.66,-48.24,11.08亿,11.74亿,-5.68,-5.94亿,0.23
1980,002074,国轩高科,2016-12-31,2016/3/31,10.31亿,5.85亿,76.35,29.86,27.0,10.59,47.58亿,27.45亿,73.3,12.75亿,1.19
1981,002074,国轩高科,2016-09-30,2015/10/29,7.38亿,3.32亿,122.09,22.22,17.63,26.04,34.23亿,14.99亿,128.37,6796.95万,0.84
1982,002074,国轩高科,2016-06-30,2015/8/28,5.34亿,2.21亿,141.32,16.45,14.23,15.6,23.99亿,8.92亿,169.11,1.22亿,0.61
1983,002074,国轩高科,2016-03-31,2015/4/28,3.06亿,7127.50万,329.57,9.66,1.98,387.88,11.74亿,2.24亿,424.67,2363.00万,0.35
1984,002074,国轩高科,2015-12-31,2015/3/12,5.85亿,2.51亿,133.3,27.0,7.79,246.6,27.45亿,10.14亿,170.67,5.20亿,0.8
1985,002074,国轩高科,2015-09-30,2014/10/29,3.32亿,9276.75万,257.97,17.63,5.09,246.37,14.99亿,4.99亿,200.46,3454.67万,0.49
1986,002074,国轩高科,2015-06-30,2014/8/16,2.21亿,6981.83万,216.69,14.23,4.34,227.88,8.92亿,3.52亿,152.99,-3007.28万,0.37
1987,002074,国轩高科,2015-03-31,2014/4/29,927.36万,1082.30万,-14.32,1.98,2.29,-13.54,1.28亿,1.32亿,-2.49,-1231.16万,0.04
2007,002075,沙钢股份,2018-12-31,2018/3/20,11.77亿,7.05亿,67.0,29.87,23.01,29.81,147.12亿,124.14亿,18.51,25.60亿,0.53
2008,002075,沙钢股份,2018-09-30,2017/10/24,9.93亿,3.70亿,168.59,25.7,12.72,102.04,110.20亿,88.94亿,23.89,19.03亿,0.45
2009,002075,沙钢股份,2018-06-30,2017/8/26,6.47亿,1.89亿,242.33,17.49,6.68,161.83,72.35亿,61.10亿,18.41,11.96亿,0.29
2010,002075,沙钢股份,2018-03-31,2017/4/18,2.55亿,1.07亿,138.88,7.24,3.81,90.03,33.76亿,29.09亿,16.04,2.68亿,0.12
2011,002075,沙钢股份,2017-12-31,2017/3/28,7.05亿,2.20亿,220.37,23.01,8.72,163.88,124.14亿,75.85亿,63.66,18.00亿,0.32
2012,002075,沙钢股份,2017-09-30,2016/10/21,3.70亿,1.31亿,181.44,12.72,5.54,129.6,88.94亿,52.32亿,69.99,12.88亿,0.17
2013,002075,沙钢股份,2017-06-30,2016/7/30,1.89亿,6573.46万,187.56,6.68,2.81,137.72,61.10亿,33.30亿,83.48,8.65亿,0.09
2014,002075,沙钢股份,2017-03-31,2016/4/22,1.07亿,401.36万,2555.79,3.81,0.17,2141.18,29.09亿,14.29亿,103.58,4.27亿,0.05
2015,002075,沙钢股份,2016-12-31,2016/3/31,2.20亿,-8062.18万,372.87,8.72,-3.43,354.23,75.85亿,73.57亿,3.1,3.11亿,0.1
2016,002075,沙钢股份,2016-09-30,2015/10/20,1.31亿,-7286.80万,280.36,5.54,-3.1,278.71,52.32亿,68.07亿,-23.14,5.10亿,0.06
2017,002075,沙钢股份,2016-06-30,2015/8/29,6573.46万,-6291.76万,204.48,2.81,-2.67,205.24,33.30亿,40.63亿,-18.03,3.13亿,0.03
2018,002075,沙钢股份,2016-03-31,2015/4/22,401.36万,140.68万,185.3,0.17,0.06,183.33,14.29亿,18.05亿,-20.85,1.78亿,0.0
2019,002075,沙钢股份,2015-12-31,2015/4/22,-8062.18万,3521.64万,-328.93,-3.43,1.49,-330.2,73.57亿,103.08亿,-28.63,6.10亿,-0.04
2020,002075,沙钢股份,2015-09-30,2014/10/30,-7286.80万,5233.09万,-239.24,-3.1,2.2,-240.91,68.07亿,76.53亿,-11.05,5.16亿,-0.03
2021,002075,沙钢股份,2015-06-30,2014/8/27,-6291.76万,3496.36万,-279.95,-2.67,1.48,-280.41,40.63亿,53.02亿,-23.38,2.87亿,-0.04
2022,002075,沙钢股份,2015-03-31,2014/4/26,140.68万,376.18万,-62.6,0.06,0.16,-62.5,18.05亿,24.69亿,-26.88,1.54亿,0.0
2071,002078,太阳纸业,2018-09-30,2017/10/30,18.02亿,13.74亿,31.09,16.06,16.0,0.37,161.10亿,137.06亿,17.54,32.75亿,0.69
2072,002078,太阳纸业,2018-06-30,2017/8/30,12.28亿,8.75亿,40.38,11.18,10.42,7.29,104.74亿,86.97亿,20.43,20.80亿,0.47
2073,002078,太阳纸业,2018-03-31,2017/4/27,6.17亿,4.40亿,40.14,5.82,5.38,8.18,50.41亿,44.11亿,14.29,6.32亿,0.24
2074,002078,太阳纸业,2017-12-31,2017/4/25,20.24亿,10.57亿,91.55,22.65,14.12,60.41,188.94亿,144.55亿,30.71,37.67亿,0.8
2075,002078,太阳纸业,2017-09-30,2016/10/28,13.74亿,6.57亿,109.1,16.0,9.01,77.58,137.06亿,102.01亿,34.36,17.46亿,0.54
2076,002078,太阳纸业,2017-06-30,2016/8/27,8.75亿,3.53亿,148.15,10.42,4.92,111.79,86.97亿,65.60亿,32.58,6.74亿,0.35
2077,002078,太阳纸业,2017-03-31,2016/4/28,4.40亿,1.42亿,210.22,5.38,2.01,167.66,44.11亿,28.93亿,52.47,2.39亿,0.17
2078,002078,太阳纸业,2016-12-31,2016/4/23,10.57亿,6.67亿,58.52,14.12,10.34,36.56,144.55亿,108.25亿,33.54,28.16亿,0.42
2079,002078,太阳纸业,2016-09-30,2015/10/30,6.57亿,4.16亿,58.11,9.01,7.21,24.97,102.01亿,79.30亿,28.63,22.15亿,0.26
2080,002078,太阳纸业,2016-06-30,2015/8/28,3.53亿,2.52亿,40.04,4.92,4.44,10.81,65.60亿,51.94亿,26.3,15.41亿,0.14
2081,002078,太阳纸业,2016-03-31,2015/4/28,1.42亿,1.14亿,24.49,2.01,2.08,-3.37,28.93亿,25.20亿,14.78,4.28亿,0.06
2082,002078,太阳纸业,2015-12-31,2015/4/24,6.67亿,4.69亿,42.2,10.34,8.94,15.66,108.25亿,104.58亿,3.51,6.85亿,0.27
2083,002078,太阳纸业,2015-09-30,2014/10/30,4.16亿,3.14亿,32.43,7.21,6.04,19.37,79.30亿,78.67亿,0.8,7.63亿,0.17
2084,002078,太阳纸业,2015-06-30,2014/8/27,2.52亿,2.14亿,17.83,4.44,4.12,7.77,51.94亿,53.05亿,-2.09,11.76亿,0.1
2085,002078,太阳纸业,2015-03-31,2014/4/28,1.14亿,1.08亿,5.4,2.08,2.1,-0.95,25.20亿,25.86亿,-2.56,3.80亿,0.04
2105,002079,苏州固锝,2018-09-30,2017/10/26,6948.21万,8009.51万,-13.25,4.45,5.41,-17.74,14.16亿,13.43亿,5.38,5844.74万,0.1
2106,002079,苏州固锝,2018-06-30,2017/8/24,3935.30万,5352.37万,-26.48,2.53,3.63,-30.3,9.44亿,8.35亿,13.06,-1276.37万,0.05
2107,002079,苏州固锝,2018-03-31,2017/4/27,958.68万,1880.63万,-49.02,0.62,1.28,-51.56,4.62亿,3.31亿,39.57,-4056.07万,0.01
2108,002079,苏州固锝,2017-12-31,2017/3/22,1.05亿,1.13亿,-7.68,7.02,8.06,-12.9,18.55亿,11.87亿,56.2,1.51亿,0.14
2109,002079,苏州固锝,2017-09-30,2016/10/26,8009.51万,7980.28万,0.37,5.41,5.84,-7.36,13.43亿,8.54亿,57.32,2914.29万,0.11
2110,002079,苏州固锝,2017-06-30,2016/8/19,5352.37万,5162.50万,3.68,3.63,3.83,-5.22,8.35亿,5.33亿,56.72,966.56万,0.07
2111,002079,苏州固锝,2017-03-31,2016/4/27,1880.63万,1317.72万,42.72,1.28,1.02,25.49,3.31亿,2.28亿,45.03,3909.89万,0.03
2112,002079,苏州固锝,2016-12-31,2016/3/31,1.13亿,2283.38万,396.68,8.06,1.79,350.28,11.87亿,8.12亿,46.23,1.69亿,0.16
2113,002079,苏州固锝,2016-09-30,2015/10/28,7980.28万,1324.85万,502.35,5.84,1.04,461.54,8.54亿,5.93亿,44.09,1.44亿,0.11
2114,002079,苏州固锝,2016-06-30,2015/8/12,5162.50万,711.43万,625.65,3.83,0.56,583.93,5.33亿,3.85亿,38.53,9485.57万,0.07
2115,002079,苏州固锝,2016-03-31,2015/4/28,1317.72万,303.99万,333.48,1.02,0.24,325.0,2.28亿,1.75亿,30.61,6542.73万,0.02
2116,002079,苏州固锝,2015-12-31,2015/4/22,2283.38万,4251.54万,-46.29,1.79,3.38,-47.04,8.12亿,9.22亿,-11.95,8155.90万,0.03
2117,002079,苏州固锝,2015-09-30,2014/10/28,1324.85万,3323.40万,-60.14,1.04,2.65,-60.75,5.93亿,6.92亿,-14.34,3626.24万,0.02
2118,002079,苏州固锝,2015-06-30,2014/8/20,711.43万,1752.58万,-59.41,0.56,1.4,-60.0,3.85亿,4.38亿,-12.08,3516.84万,0.01
2119,002079,苏州固锝,2015-03-31,2014/4/23,303.99万,250.94万,21.14,0.24,0.2,20.0,1.75亿,1.85亿,-5.6,2162.18万,0.0
2139,002080,中材科技,2018-09-30,2017/10/17,7.46亿,6.00亿,24.27,7.67,7.28,5.36,78.01亿,72.31亿,7.89,5.15亿,0.58
2140,002080,中材科技,2018-06-30,2017/8/16,3.84亿,3.74亿,2.91,4.11,4.57,-10.07,47.46亿,44.79亿,5.97,3.61亿,0.3
2141,002080,中材科技,2018-03-31,2017/4/19,1.48亿,1.37亿,8.2,1.67,1.7,-1.76,20.84亿,20.32亿,2.57,-2.32亿,0.18
2142,002080,中材科技,2017-12-31,2017/3/16,7.67亿,4.01亿,91.15,9.23,5.55,66.31,102.68亿,89.69亿,14.48,7.70亿,0.95
2143,002080,中材科技,2017-09-30,2016/10/21,6.00亿,3.39亿,77.16,7.28,4.83,50.72,72.31亿,62.35亿,15.96,6.56亿,0.74
2144,002080,中材科技,2017-06-30,2016/8/18,3.74亿,2.73亿,37.05,4.57,4.17,9.59,44.79亿,37.93亿,18.09,3.61亿,0.46
2145,002080,中材科技,2017-03-31,2016/4/22,1.37亿,7523.12万,82.11,1.7,1.02,66.67,20.32亿,15.27亿,33.09,-1.16亿,0.17
2146,002080,中材科技,2016-12-31,2016/3/25,4.01亿,6.30亿,-36.32,5.55,11.34,-51.06,89.69亿,91.76亿,-2.26,10.82亿,0.53
2147,002080,中材科技,2016-09-30,2015/10/21,3.39亿,5.33亿,-36.42,4.83,10.27,-52.97,62.35亿,66.26亿,-5.9,1.16亿,0.45
2148,002080,中材科技,2016-06-30,2015/8/18,2.73亿,3.35亿,-18.54,4.17,7.02,-40.6,37.93亿,41.56亿,-8.74,2.82亿,0.38
2149,002080,中材科技,2016-03-31,2015/4/24,2897.43万,2763.94万,4.83,1.02,1.09,-6.42,7.75亿,9.75亿,-20.59,-1.96亿,0.07
2150,002080,中材科技,2015-12-31,2015/3/20,3.00亿,1.52亿,97.31,11.34,6.22,82.32,58.28亿,44.24亿,31.71,8.23亿,0.75
2151,002080,中材科技,2015-09-30,2014/10/24,2.74亿,7165.71万,282.17,10.27,3.09,232.36,41.87亿,28.35亿,47.69,4.88亿,0.68
2152,002080,中材科技,2015-06-30,2014/8/8,1.84亿,3569.65万,415.79,7.02,1.54,355.84,25.23亿,15.92亿,58.53,5.18亿,0.46
2153,002080,中材科技,2015-03-31,2014/4/26,2763.94万,-1371.12万,301.58,1.09,-0.6,281.67,9.75亿,5.63亿,73.2,3.86亿,0.07
2173,002080,中材科技,2018-09-30,2017/10/17,7.46亿,6.00亿,24.27,7.67,7.28,5.36,78.01亿,72.31亿,7.89,5.15亿,0.58
2174,002080,中材科技,2018-06-30,2017/8/16,3.84亿,3.74亿,2.91,4.11,4.57,-10.07,47.46亿,44.79亿,5.97,3.61亿,0.3
2175,002080,中材科技,2018-03-31,2017/4/19,1.48亿,1.37亿,8.2,1.67,1.7,-1.76,20.84亿,20.32亿,2.57,-2.32亿,0.18
2176,002080,中材科技,2017-12-31,2017/3/16,7.67亿,4.01亿,91.15,9.23,5.55,66.31,102.68亿,89.69亿,14.48,7.70亿,0.95
2177,002080,中材科技,2017-09-30,2016/10/21,6.00亿,3.39亿,77.16,7.28,4.83,50.72,72.31亿,62.35亿,15.96,6.56亿,0.74
2178,002080,中材科技,2017-06-30,2016/8/18,3.74亿,2.73亿,37.05,4.57,4.17,9.59,44.79亿,37.93亿,18.09,3.61亿,0.46
2179,002080,中材科技,2017-03-31,2016/4/22,1.37亿,7523.12万,82.11,1.7,1.02,66.67,20.32亿,15.27亿,33.09,-1.16亿,0.17
2180,002080,中材科技,2016-12-31,2016/3/25,4.01亿,6.30亿,-36.32,5.55,11.34,-51.06,89.69亿,91.76亿,-2.26,10.82亿,0.53
2181,002080,中材科技,2016-09-30,2015/10/21,3.39亿,5.33亿,-36.42,4.83,10.27,-52.97,62.35亿,66.26亿,-5.9,1.16亿,0.45
2182,002080,中材科技,2016-06-30,2015/8/18,2.73亿,3.35亿,-18.54,4.17,7.02,-40.6,37.93亿,41.56亿,-8.74,2.82亿,0.38
2183,002080,中材科技,2016-03-31,2015/4/24,2897.43万,2763.94万,4.83,1.02,1.09,-6.42,7.75亿,9.75亿,-20.59,-1.96亿,0.07
2184,002080,中材科技,2015-12-31,2015/3/20,3.00亿,1.52亿,97.31,11.34,6.22,82.32,58.28亿,44.24亿,31.71,8.23亿,0.75
2185,002080,中材科技,2015-09-30,2014/10/24,2.74亿,7165.71万,282.17,10.27,3.09,232.36,41.87亿,28.35亿,47.69,4.88亿,0.68
2186,002080,中材科技,2015-06-30,2014/8/8,1.84亿,3569.65万,415.79,7.02,1.54,355.84,25.23亿,15.92亿,58.53,5.18亿,0.46
2187,002080,中材科技,2015-03-31,2014/4/26,2763.94万,-1371.12万,301.58,1.09,-0.6,281.67,9.75亿,5.63亿,73.2,3.86亿,0.07
2341,002087,新野纺织,2018-09-30,2017/10/23,3.17亿,2.37亿,33.7,9.31,7.74,20.28,47.46亿,38.26亿,24.06,4.86亿,0.39
2342,002087,新野纺织,2018-06-30,2017/7/28,1.80亿,1.37亿,31.01,5.38,4.54,18.5,32.11亿,25.83亿,24.31,4.14亿,0.22
2343,002087,新野纺织,2018-03-31,2017/4/27,5242.82万,2295.84万,128.36,1.6,0.77,107.79,13.01亿,11.19亿,16.25,1.99亿,0.06
2344,002087,新野纺织,2017-12-31,2017/4/20,2.92亿,2.07亿,40.84,9.43,8.34,13.07,51.95亿,40.85亿,27.16,1.06亿,0.36
2345,002087,新野纺织,2017-09-30,2016/10/21,2.37亿,1.40亿,69.09,7.74,6.0,29.0,38.26亿,29.26亿,30.75,2.97亿,0.29
2346,002087,新野纺织,2017-06-30,2016/8/30,1.37亿,6788.92万,102.07,4.54,3.45,31.59,25.83亿,18.24亿,41.66,4598.80万,0.17
2347,002087,新野纺织,2017-03-31,2016/4/22,2295.84万,1638.79万,40.09,0.77,0.81,-4.94,11.19亿,8.01亿,39.7,5459.39万,0.03
2348,002087,新野纺织,2016-12-31,2016/4/15,2.07亿,1.17亿,76.97,8.34,5.96,39.93,40.85亿,30.47亿,34.09,1.54亿,0.27
2349,002087,新野纺织,2016-09-30,2015/10/23,1.40亿,1.01亿,38.76,6.0,5.13,16.96,29.26亿,21.13亿,38.46,-1.94亿,0.16
2350,002087,新野纺织,2016-06-30,2015/8/26,6788.92万,4237.22万,60.22,3.45,2.18,58.26,18.24亿,14.39亿,26.74,-3.19亿,0.13
2351,002087,新野纺织,2016-03-31,2015/4/24,1638.79万,1183.91万,38.42,0.81,0.61,32.79,8.01亿,7.50亿,6.74,-2.35亿,0.03
2352,002087,新野纺织,2015-12-31,2015/4/10,1.17亿,8443.52万,38.83,5.96,4.41,35.15,30.47亿,33.99亿,-10.38,1.57亿,0.23
2353,002087,新野纺织,2015-09-30,2014/10/21,1.01亿,5275.09万,91.8,5.13,2.78,84.53,21.13亿,23.89亿,-11.54,8992.84万,0.19
2354,002087,新野纺织,2015-06-30,2014/8/26,4237.22万,4028.68万,5.18,2.18,2.13,2.35,14.39亿,16.22亿,-11.28,-5546.42万,0.08
2355,002087,新野纺织,2015-03-31,2014/4/25,1183.91万,1287.50万,-8.05,0.61,0.68,-10.29,7.50亿,8.15亿,-7.89,-1.57亿,0.02
2510,002092,中泰化学,2018-09-30,2017/10/20,20.11亿,20.45亿,-1.69,11.23,12.93,-13.15,451.83亿,268.89亿,68.04,39.06亿,0.94
2511,002092,中泰化学,2018-06-30,2017/8/10,12.43亿,12.44亿,-0.11,7.14,8.11,-11.96,273.49亿,168.00亿,62.79,6.60亿,0.58
2512,002092,中泰化学,2018-03-31,2017/4/22,4.25亿,6.98亿,-39.13,2.48,4.61,-46.2,102.75亿,67.27亿,52.74,1748.02万,0.2
2513,002092,中泰化学,2017-12-31,2017/3/20,24.02亿,18.43亿,30.31,14.54,14.74,-1.36,410.59亿,233.62亿,75.75,37.53亿,1.12
2514,002092,中泰化学,2017-09-30,2016/10/25,20.45亿,7.13亿,186.97,12.93,5.96,116.95,268.89亿,155.86亿,72.52,31.40亿,0.95
2515,002092,中泰化学,2017-06-30,2016/8/19,12.44亿,2.72亿,357.08,8.11,2.81,188.82,168.00亿,96.39亿,74.3,12.75亿,0.58
2516,002092,中泰化学,2017-03-31,2016/4/27,6.98亿,5507.60万,1166.47,4.61,0.54,753.7,67.27亿,40.63亿,65.58,-8.95亿,0.33
2517,002092,中泰化学,2016-12-31,2016/3/22,18.43亿,3042.47万,5959.14,14.74,0.09,16277.78,233.62亿,164.71亿,41.84,19.23亿,0.95
2518,002092,中泰化学,2016-09-30,2015/10/28,7.13亿,6508.93万,995.04,5.96,0.57,945.61,155.86亿,117.91亿,32.18,19.52亿,0.41
2519,002092,中泰化学,2016-06-30,2015/8/27,2.72亿,2270.74万,1098.9,2.81,0.17,1591.57,96.39亿,74.38亿,29.59,4.45亿,0.18
2520,002092,中泰化学,2016-03-31,2015/4/28,4663.68万,-1.04亿,144.68,0.54,-1.21,144.63,36.27亿,25.68亿,41.22,28.19万,0.03
2521,002092,中泰化学,2015-12-31,2015/4/28,767.64万,3.32亿,-97.69,0.09,3.86,-97.67,152.63亿,111.77亿,36.56,6.90亿,0.01
2522,002092,中泰化学,2015-09-30,2014/10/28,4993.54万,2.51亿,-80.14,0.57,2.93,-80.55,109.03亿,81.67亿,33.51,8.15亿,0.04
2523,002092,中泰化学,2015-06-30,2014/8/22,1443.62万,1.80亿,-91.96,0.17,2.1,-92.1,69.47亿,53.33亿,30.26,-3436.76万,0.01
2524,002092,中泰化学,2015-03-31,2014/4/26,-1.04亿,9622.71万,-208.48,-1.21,1.13,-207.08,25.68亿,23.24亿,10.49,1.77亿,-0.07
2544,002094,青岛金王,2018-09-30,2017/10/25,1.62亿,3.82亿,-57.44,6.04,19.56,-69.12,40.16亿,32.38亿,24.01,-6.67亿,0.31
2545,002094,青岛金王,2018-06-30,2017/8/24,1.28亿,3.07亿,-58.28,4.95,16.03,-69.12,27.41亿,20.00亿,37.04,-3.79亿,0.29
2546,002094,青岛金王,2018-03-31,2017/4/28,4781.61万,2494.94万,91.65,1.98,1.41,40.43,11.94亿,7.63亿,56.48,-2.68亿,0.12
2547,002094,青岛金王,2017-12-31,2017/4/28,4.03亿,1.85亿,117.41,19.0,14.71,29.16,46.77亿,23.71亿,97.24,4478.72万,1.06
2548,002094,青岛金王,2017-09-30,2016/10/25,3.82亿,1.15亿,232.46,19.56,9.97,96.19,32.38亿,16.37亿,97.82,-3.14亿,1.01
2549,002094,青岛金王,2017-06-30,2016/8/26,3.07亿,5179.31万,491.95,16.03,6.57,143.99,20.00亿,10.64亿,88.0,-1.69亿,0.81
2550,002094,青岛金王,2017-03-31,2016/4/23,2494.94万,1510.97万,65.12,1.41,1.96,-28.06,7.63亿,4.66亿,63.74,-1.45亿,0.07
2551,002094,青岛金王,2016-12-31,2016/4/23,1.85亿,9057.36万,104.63,14.71,13.34,10.27,23.71亿,14.77亿,60.54,-6213.50万,0.53
2552,002094,青岛金王,2016-09-30,2015/10/23,1.15亿,8109.29万,41.55,9.97,12.08,-17.47,16.37亿,9.91亿,65.13,-2.22亿,0.33
2553,002094,青岛金王,2016-06-30,2015/8/29,5179.31万,3590.17万,44.26,6.57,5.54,18.59,10.64亿,4.89亿,117.61,-9550.32万,0.16
2554,002094,青岛金王,2016-03-31,2015/4/25,1510.97万,1034.78万,46.02,1.96,1.63,20.25,4.66亿,1.78亿,161.74,-1.05亿,0.05
2555,002094,青岛金王,2015-12-31,2015/4/25,9057.36万,4905.40万,84.64,13.34,7.96,67.59,14.77亿,12.24亿,20.71,1.90亿,0.28
2556,002094,青岛金王,2015-09-30,2014/10/30,8109.29万,4750.70万,70.7,12.08,7.66,57.7,9.91亿,9.41亿,5.41,-7029.09万,0.25
2557,002094,青岛金王,2015-06-30,2014/8/28,3590.17万,1890.98万,89.86,5.54,3.1,78.71,4.89亿,5.73亿,-14.67,695.82万,0.11
2558,002094,青岛金王,2015-03-31,2014/4/26,1034.78万,549.61万,88.28,1.63,0.91,79.12,1.78亿,1.91亿,-6.54,1325.76万,0.03
2680,002097,山河智能,2018-09-30,2017/10/26,3.98亿,1.14亿,250.09,8.89,4.5,97.56,39.63亿,25.85亿,53.31,2.74亿,0.38
2681,002097,山河智能,2018-06-30,2017/8/18,3.00亿,8413.94万,255.99,6.93,3.35,106.87,27.23亿,17.70亿,53.82,2.67亿,0.28
2682,002097,山河智能,2018-03-31,2017/4/27,1.11亿,7075.19万,56.63,2.55,2.82,-9.57,12.04亿,9.40亿,28.13,4815.12万,0.1
2683,002097,山河智能,2017-12-31,2017/4/27,1.62亿,6692.10万,142.49,5.34,2.89,84.78,39.46亿,19.92亿,98.14,3.95亿,0.2
2684,002097,山河智能,2017-09-30,2016/10/29,1.14亿,3430.94万,231.52,4.5,1.43,214.69,25.85亿,11.86亿,117.97,-1.31亿,0.15
2685,002097,山河智能,2017-06-30,2016/8/26,8413.94万,1764.05万,376.97,3.35,0.74,352.7,17.70亿,8.43亿,109.96,-1.51亿,0.11
2686,002097,山河智能,2017-03-31,2016/4/26,7075.19万,1338.93万,428.42,2.82,0.56,403.57,9.40亿,4.19亿,124.1,-1.33亿,0.09
2687,002097,山河智能,2016-12-31,2016/4/26,6692.10万,-2924.00万,328.87,2.89,-1.22,336.89,19.92亿,14.56亿,36.77,1.96亿,0.09
2688,002097,山河智能,2016-09-30,2015/10/31,3430.94万,-1445.21万,337.4,1.43,-0.6,338.33,11.86亿,11.47亿,3.43,-2.94亿,0.05
